customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
4030-FNVFZ,2025-05-12,Referral,2026-05-12,Standard,Annual,,,12.78,758.0,99,0,Rahul,India,Maharashtra,Female,1998-08-10,2025-02-24,Y,8.0,5.0
1316-CZCTT,2023-10-26,Organic,2023-11-25,Standard,Monthly,,,14.13,447.0,61,0,Amit,India,Rajasthan,Male,1970-04-11,2026-07-09,Y,83.0,5.0
3316-BIBRX,2024-07-24,Referral,2024-08-23,Standard,Monthly,,,15.49,237.0,54,0,Aarav,India,Nagaland,Male,1974-07-28,,,,
9969-UUWUQ,2021-09-07,Organic,2021-10-07,Basic,Monthly,,,10.0,656.0,95,0,Vivaan,India,Meghalaya,Female,1970-10-26,2023-10-27,N,38.0,2.0
9961-IKXIH,2022-03-21,Organic,2023-03-21,Standard,Annual,2022-12-28,Forgot To Cancel Trial,16.86,1118.0,51,1,Riya,India,Delhi,Male,2010-04-12,2024-11-12,Y,83.0,2.0
1541-HPXDR,2025-05-17,Organic,2026-05-17,Standard,Annual,,,12.03,851.0,45,0,Aditya,India,Tamil Nadu,Female,1987-09-13,2026-01-10,N,30.0,1.0
7668-XTEMY,2024-03-03,Organic,2025-03-03,Standard,Annual,2026-05-02,Forgot To Cancel Trial,14.28,696.0,58,1,Pooja,India,Karnataka,Female,1996-04-27,2026-03-25,Y,14.0,2.0
9085-PZRBX,2022-12-26,Organic,2023-12-26,Basic,Annual,,,4.99,774.0,15,0,Sneha,India,Kerala,Male,2004-04-24,2025-09-18,N,95.0,2.0
1701-JGSAQ,2025-04-04,Organic,2026-04-04,Basic,Annual,,,4.99,395.0,61,0,Sneha,India,Meghalaya,Male,2003-05-29,2025-07-01,N,65.0,1.0
8646-UHXJR,2022-08-12,Organic,2022-09-11,Premium,Monthly,,,22.06,1376.0,100,0,Ananya,India,Maharashtra,Female,1986-09-26,2023-05-05,N,17.0,1.0
5078-BAEYY,2025-03-09,Organic,2025-04-08,Basic,Monthly,,,5.65,184.0,19,0,Sneha,India,Karnataka,Male,1973-08-06,,,,
4114-ZBZGA,2024-11-20,Organic,2025-11-20,Basic,Annual,,,7.61,246.0,24,0,Priya,India,Delhi,Female,1997-05-28,2025-08-13,Y,86.0,1.0
7583-JHTIT,2022-02-15,Organic,2022-03-17,Basic,Monthly,,,9.91,808.0,41,0,Vivaan,India,Nagaland,Female,1990-04-12,2026-03-18,N,25.0,1.0
1971-CIPFD,2021-11-21,Refferal,2022-11-21,Basic,Annual,,,6.69,228.0,40,0,Ananya,India,Gujarat,Female,1974-08-07,,,,
7496-MLGAB,2021-09-22,Paid,2021-10-22,Basic,Monthly,2021-12-25,Poor Support,8.94,31.0,13,1,Sanjay,India,Karnataka,Male,2003-07-15,2025-07-26,N,77.0,2.0
6821-CGXIT,2023-06-09,Organic,2024-06-08,Standard,Annual,2025-02-17,Poor Support,14.46,934.0,80,1,Sneha,India,Delhi,Male,1981-02-19,2024-03-18,N,26.0,1.0
3448-YVMRK,2021-01-28,Organic,2021-02-27,Basic,Monthly,,,5.42,118.0,15,0,Vivaan,India,Maharashtra,Female,1986-10-29,2025-11-15,N,58.0,1.0
9444-JVQQJ,2025-03-17,Paid,2026-03-17,Premium,Annual,,,20.36,1582.0,27,0,Sneha,Nepal,Kathmandu,Male,1990-12-12,2025-04-11,Y,93.0,1.0
8331-TVUEW,2025-04-23,Organic,2026-04-23,,Annual,,,15.53,957.0,58,0,Nisha,India,Tamil Nadu,Male,1993-12-10,2023-06-14,N,25.0,1.0
8421-GZNIF,2021-06-08,Organic,2021-07-08,Standard,Monthly,2026-01-17,Not Enough Content,15.43,1146.0,86,1,Vivaan,India,Uttar Pradesh,Female,1977-04-03,,,,
3662-ARSRO,2023-05-15,Organic,2023-06-14,Standard,Monthly,2024-09-09,Poor Support,13.73,997.0,94,1,Pooja,India,Tamil Nadu,Male,1985-07-14,2026-05-31,N,34.0,1.0
3642-SWCJZ,2024-03-09,Paid,2025-03-09,Basic,Annual,,,8.7,104.0,48,0,Sanjay,India,Punjab,Male,1985-03-24,,,,
8622-ZEMDW,2021-01-05,Referral,2021-02-04,Premium,Monthly,2025-04-18,Switched To Competitor,23.18,1482.0,92,1,Sanjay,India,Telangana,Male,1996-06-06,,,,
5199-GCTVW,2025-02-12,Paid,2025-03-14,Standard,Monthly,2025-11-17,Service Quality,14.14,697.0,97,1,Priya,India,Haryana,Male,1988-12-01,2024-04-05,Y,13.0,2.0
9713-VUVZM,2026-05-03,Organic,2027-05-03,Standard,Annual,,,12.11,558.0,30,0,Aditya,India,Punjab,Female,1991-10-11,2025-06-28,Y,85.0,1.0
7590-VDRID,2022-06-12,Organic,2022-07-12,,Monthly,,,10.94,222.0,37,0,Ananya,India,Meghalaya,Male,1979-01-25,2025-07-01,N,31.0,2.0
1723-CXUCQ,2023-06-02,Refferal,2023-07-02,Premium,Monthly,,,23.23,1411.0,21,0,Sanjay,India,Gujarat,Male,2003-03-21,2024-09-22,N,38.0,2.0
6611-NPXNR,2025-11-30,Referral,2025-12-30,Premium,Monthly,,,24.26,971.0,82,0,Rohan,India,Telangana,Male,2005-12-28,2026-03-21,N,58.0,5.0
5720-KXKUP,2024-03-26,Paid,2024-04-25,Standard,Monthly,,,11.46,761.0,70,0,Rohan,India,Meghalaya,Male,1996-11-05,,,,
6856-TTOQN,2021-09-16,Organic,2021-10-16,Standard,Monthly,2023-02-12,Forgot To Cancel Trial,14.18,379.0,32,1,Vikram,India,Haryana,Male,1998-10-13,2024-05-23,Y,73.0,3.0
3406-SWSUV,2022-07-16,Paid,2022-08-15,Standard,Monthly,2025-04-11,Not Enough Content,11.54,1109.0,93,1,Rohan,India,Tamil Nadu,Male,1999-10-20,2026-01-16,N,32.0,1.0
3688-BITVN,2025-11-17,Organic,2025-12-17,Standard,Monthly,2026-02-15,Switched To Competitor,12.7,575.0,59,1,Riya,India,Tamil Nadu,Male,1973-02-03,,,,
7790-BQRNS,2022-02-12,Referral,2023-02-12,Basic,Annual,2022-08-17,Poor Streaming Quality,6.58,533.0,31,1,Neha,India,Gujarat,Male,1996-07-23,2024-05-31,N,73.0,2.0
4926-NPUGH,2021-07-07,Organic,2022-07-07,,,,,,953.0,49,0,Riya,India,Meghalaya,Female,1984-01-25,2025-05-17,N,38.0,3.0
4201-FIJIK,2024-11-18,Paid,2024-12-18,Basic,Monthly,2025-12-03,Poor Support,7.21,690.0,29,1,Pooja,India,Uttar Pradesh,Female,1980-05-19,,,,
5059-SHVMS,2022-01-13,Paid,2023-01-13,Basic,Annual,2025-08-29,Service Quality,6.04,149.0,88,1,Neha,India,Tamil Nadu,Male,2006-09-24,2025-08-05,Y,30.0,1.0
1169-ELJME,2022-12-25,Organic,2023-12-25,Basic,Annual,,,6.06,144.0,43,0,Kavya,India,Tamil Nadu,Male,2008-01-02,2026-05-24,N,19.0,1.0
4748-RSGIN,2022-12-25,Organic,2023-01-24,Basic,Monthly,2023-12-01,Poor Support,9.26,470.0,81,1,Neha,India,Haryana,Female,1987-06-18,2025-02-09,N,38.0,1.0
5190-UKRWH,2023-11-28,Organic,2023-12-28,,Monthly,2026-06-16,Switched To Competitor,15.04,1115.0,34,1,Vivaan,India,Rajasthan,Female,2010-05-10,2026-06-28,N,68.0,2.0
8233-IIQQO,2025-02-26,Paid,2026-02-26,Standard,Annual,,,15.93,844.0,36,0,Kavya,India,Nagaland,Female,1997-09-23,2024-12-12,N,27.0,2.0
2330-CXWXN,2023-11-17,Organic,2023-12-17,Standard,Monthly,,,10.73,1260.0,14,0,Aarav,India,Rajasthan,Male,1995-02-11,2025-06-22,N,27.0,2.0
8847-MBFHJ,2022-05-03,Organic,2022-06-02,Standard,Monthly,,,15.58,358.0,4,0,Aarav,India,West Bengal,Male,1991-04-10,2025-08-16,N,9.0,1.0
9391-IPHQO,2025-10-25,Organic,2026-10-25,Standard,Annual,2025-11-20,Service Quality,17.23,1304.0,14,1,Neha,India,Gujarat,Female,2000-07-16,2024-12-03,N,79.0,2.0
1524-MCXSY,2024-10-28,Refferal,2024-11-27,Standard,Monthly,2025-08-02,Poor Support,13.48,393.0,17,1,Vikram,India,Maharashtra,Female,1987-09-11,2025-06-29,N,29.0,2.0
8758-FSCYU,2024-08-29,Referral,2024-09-28,Premium,Monthly,2025-04-21,Forgot To Cancel Trial,23.37,1338.0,51,1,Aditya,India,Uttar Pradesh,Female,1992-11-23,2024-08-17,N,73.0,2.0
6811-ZWWCA,2025-12-27,Referral,2026-01-26,Premium,Monthly,,,21.23,1302.0,9,0,Nisha,India,Haryana,Male,1988-07-26,2023-11-03,N,66.0,2.0
9611-GLBQV,2023-10-16,Paid,2024-10-15,Premium,Annual,2025-08-09,Switched To Competitor,24.27,1389.0,17,1,Neha,India,Punjab,Female,1975-06-18,2024-06-24,N,38.0,2.0
8420-PRNLO,2025-05-28,Paid,2026-05-28,Premium,Annual,,,24.68,1836.0,25,0,Vivaan,India,Telangana,Female,1997-01-23,2025-12-27,N,63.0,3.0
9359-GMPOA,2024-08-27,Organic,2024-09-26,Basic,Monthly,,,7.97,412.0,33,0,Amit,India,Kerala,Male,2004-09-27,2026-01-01,N,20.0,2.0
2890-QSTZR,2021-03-07,Organic,2021-04-06,Standard,Monthly,,,13.6,464.0,21,0,Rahul,India,Maharashtra,Male,2005-12-09,2026-02-22,N,67.0,1.0
5806-IJVMS,2021-06-21,Organic,2022-06-21,Standard,Annual,,,13.16,943.0,78,0,Meera,India,West Bengal,Female,1982-06-16,2025-09-15,N,33.0,2.0
1262-DFFPQ,2023-03-24,Refferal,2024-03-23,Premium,Annual,,,24.83,1058.0,64,0,Priya,India,Punjab,Female,1970-03-25,2024-12-25,N,31.0,1.0
5589-HODME,2026-03-21,Paid,2027-03-21,Basic,Annual,2026-06-05,Poor Support,7.74,224.0,52,1,Ishita,India,Delhi,Male,2001-04-26,2025-05-27,N,81.0,3.0
0789-ECMOP,2025-07-06,Organic,2025-08-05,Standard,Monthly,,,12.45,520.0,40,0,Priya,India,Telangana,Male,1975-05-18,2024-07-06,N,31.0,2.0
4410-EASZH,2026-04-06,Paid,2026-05-06,Basic,Monthly,2026-07-01,Poor Support,8.88,283.0,67,1,Karan,India,Haryana,Male,1990-11-03,2026-05-02,Y,48.0,3.0
2065-IFFMU,2023-02-05,Organic,2023-03-07,Standard,Monthly,,,13.29,1078.0,87,0,Rahul,Nepal,Kathmandu,Male,1982-07-10,2024-06-29,N,40.0,2.0
7129-YJMJB,2021-05-09,Paid,2022-05-09,Basic,Annual,,,6.41,482.0,33,0,Meera,India,Punjab,Male,2003-06-10,2026-05-06,N,48.0,5.0
3899-GMETV,2021-02-02,Paid,2021-03-04,Standard,Monthly,2021-04-08,Poor Support,13.96,618.0,70,1,Rohan,India,Tamil Nadu,Female,1976-07-30,,,,
9608-CDZWP,2022-04-09,Refferal,2022-05-09,Basic,Monthly,2026-07-06,Poor Support,5.7,282.0,88,1,Nisha,India,Delhi,Female,1972-03-10,2023-05-07,N,7.0,1.0
3231-NNWNA,2026-02-12,Referral,2027-02-12,Standard,Annual,,,14.75,,56,0,Kavya,India,Maharashtra,Male,1980-01-24,2026-02-25,Y,37.0,3.0
7002-UHDDV,2023-02-25,Refferal,2024-02-25,Standard,Annual,,,12.78,758.0,19,0,Rohan,India,Nagaland,Male,2003-01-11,,,,
4488-NYBFV,2022-05-04,Organic,2023-05-04,Standard,Annual,,,16.4,545.0,6,0,Riya,India,Nagaland,Male,2005-11-04,2023-12-25,Y,66.0,1.0
5411-ASDUU,2024-01-23,Paid,2024-02-22,Standard,Monthly,,,13.91,568.0,8,0,Amit,Nepal,Kathmandu,Female,1972-05-28,2025-02-14,Y,56.0,4.0
8247-MGWOQ,2025-03-24,Refferal,2025-04-23,Basic,Monthly,2026-07-13,Too Expensive,4.99,48.0,79,1,Priya,India,Nagaland,Female,1989-01-29,2025-03-30,N,54.0,2.0
1385-QPHTD,2023-03-30,Organic,2024-03-29,Standard,Annual,,,12.67,819.0,37,0,Aarav,India,Haryana,Male,1997-07-08,2026-07-20,Y,72.0,2.0
7199-YOCON,2026-01-27,Referral,2026-02-26,Basic,Monthly,,,9.51,754.0,67,0,Ishita,India,Maharashtra,Female,1978-11-09,,,,
5532-HQGOP,2022-03-26,Organic,2022-04-25,Standard,Monthly,,,10.76,1218.0,43,0,Aarav,India,Telangana,Female,1991-11-21,,,,
6466-UWUUW,2021-06-08,Paid,2021-07-08,Standard,Monthly,,,15.84,975.0,48,0,Pooja,India,Haryana,Male,1973-07-22,2026-07-20,N,13.0,3.0
2442-HNMSA,2023-11-04,Organic,2024-11-03,Basic,Annual,,,5.89,258.0,55,0,Aditya,India,Meghalaya,Male,1984-09-04,2026-06-27,N,64.0,4.0
1410-TVHIO,2021-12-28,,2022-01-27,Basic,Monthly,,,9.58,347.0,39,0,Vikram,India,Rajasthan,Female,2002-08-05,,,,
4783-ENVSV,2022-12-15,Paid,2023-12-15,Standard,Annual,,,13.97,824.0,14,0,Neha,India,Delhi,Female,1975-06-24,2025-09-20,N,53.0,1.0
6446-WGBCZ,2024-12-07,Refferal,2025-01-06,,Monthly,,,7.86,352.0,51,0,Sanjay,India,Haryana,Female,1981-01-01,2023-11-03,N,51.0,1.0
6413-GWIPG,2022-11-26,Organic,2022-12-26,Standard,Monthly,2025-09-25,Poor Support,17.29,468.0,83,1,Neha,India,Punjab,Female,1988-07-20,2023-06-06,Y,65.0,1.0
0970-GFOAG,2025-02-12,Organic,2026-02-12,Basic,Annual,,,4.99,235.0,16,0,Pooja,India,Telangana,Female,1988-02-09,2023-04-28,N,88.0,2.0
5687-KQRZV,2021-01-31,Organic,2021-03-02,Basic,Monthly,2022-07-04,Not Enough Content,6.85,126.0,52,1,Ishita,India,Maharashtra,Male,1980-12-28,2024-06-13,Y,76.0,2.0
2300-SQPUD,2023-10-05,Paid,2024-10-04,Basic,Annual,2024-12-09,Service Quality,8.65,20.0,61,1,Meera,India,Karnataka,Female,1976-10-05,,,,
3766-VXAMG,2022-01-20,Referral,2023-01-20,Standard,Annual,,,13.53,1006.0,23,0,Amit,India,Telangana,Female,1999-09-14,,,,
1699-BNRNJ,2026-06-22,Paid,2027-06-22,Premium,Annual,,,23.0,1399.0,82,0,Nisha,India,Haryana,Male,1975-12-17,2024-03-12,Y,26.0,2.0
7717-QXJGL,2022-12-14,Paid,2023-12-14,Standard,Annual,2026-01-03,Not Enough Content,15.44,524.0,44,1,Neha,India,Meghalaya,Female,1983-12-21,2026-01-31,Y,98.0,1.0
5080-LVBNL,2021-01-02,Paid,2021-02-01,Basic,Monthly,2025-09-08,Poor Support,9.67,20.0,16,1,Rohan,India,Punjab,Male,2002-04-19,2025-11-29,N,34.0,2.0
2127-QUOCB,2023-08-06,Paid,2023-09-05,Basic,Monthly,2024-07-12,Forgot To Cancel Trial,4.99,460.0,28,1,Ishita,Nepal,Kathmandu,Male,2005-04-11,2025-03-27,N,57.0,1.0
4229-RIIWA,2025-04-24,Referral,2025-05-24,Basic,Monthly,,,9.41,385.0,40,0,Ishita,India,Uttar Pradesh,Male,2008-08-05,2023-11-21,N,22.0,1.0
0819-EZMEI,2025-09-02,Organic,2025-10-02,Basic,Monthly,2026-04-22,Poor Streaming Quality,10.19,451.0,84,1,Meera,India,Maharashtra,Male,1979-05-11,2025-02-18,N,23.0,2.0
9693-SFGBU,2024-10-26,Organic,2024-11-25,Standard,Monthly,2024-11-24,Poor Support,13.18,1201.0,51,1,Nisha,India,Kerala,Female,2010-04-15,2026-06-10,N,39.0,4.0
1394-HJQPU,2024-02-05,Refferal,2024-03-06,Standard,Monthly,2025-03-13,Not Enough Content,14.77,701.0,78,1,Aarav,India,Maharashtra,Female,1976-10-08,2024-02-02,N,42.0,1.0
2989-KKBTN,2024-08-18,Paid,2025-08-18,,Annual,,,,572.0,33,0,Karan,India,Telangana,Male,2007-08-07,2025-05-05,N,30.0,2.0
4768-ZEZRF,2021-05-09,Organic,2022-05-09,Basic,Annual,,,8.68,20.0,84,0,Sneha,India,Gujarat,Male,1994-08-02,2023-05-05,N,6.0,1.0
6792-TJIVE,2024-02-13,Paid,2024-03-14,Premium,Monthly,,,19.04,1516.0,22,0,Karan,India,Uttar Pradesh,Female,1970-07-09,2023-12-20,N,20.0,1.0
0157-RXNDO,2025-07-13,Paid,2026-07-13,Basic,Annual,,,4.99,83.0,83,0,Rohan,India,Meghalaya,Female,2006-08-23,2025-10-05,N,42.0,2.0
2536-VPIQR,2024-08-14,Organic,2024-09-13,Premium,Monthly,,,24.98,1520.0,83,0,Sneha,India,Haryana,Male,1971-09-09,2025-12-27,N,56.0,3.0
6794-JOBKJ,2023-11-13,,2023-12-13,Standard,Monthly,,,11.63,856.0,33,0,Sneha,India,Kerala,Male,2003-11-18,2025-07-22,N,83.0,2.0
5357-YYMQC,2022-08-19,Organic,2023-08-19,Basic,Annual,,,5.94,84.0,94,0,Sanjay,Nepal,Kathmandu,Male,1993-11-25,2025-01-07,N,9.0,1.0
4834-RRZMX,2022-05-14,Refferal,2022-06-13,Premium,Monthly,,,24.66,1388.0,6,0,Nisha,India,Uttar Pradesh,Male,1993-04-19,2024-09-13,Y,61.0,3.0
9786-OCJTP,2022-12-23,,2023-01-22,Standard,Monthly,,,13.47,1054.0,37,0,Pooja,India,Gujarat,Male,1997-05-04,,,,
9363-VBWJV,2025-08-25,Refferal,2025-09-24,Premium,Monthly,2026-07-07,Forgot To Cancel Trial,21.69,921.0,59,1,Rahul,India,Delhi,Male,2008-11-02,2026-06-17,Y,35.0,2.0
5089-LBDPO,2022-01-18,Referral,2022-02-17,Basic,Monthly,,,8.39,153.0,76,0,Vivaan,India,Karnataka,Male,1994-06-08,2023-09-13,Y,57.0,2.0
5559-ENBDM,2021-08-16,Refferal,2022-08-16,Basic,Annual,2021-08-09,Poor Support,7.27,20.0,62,1,Kavya,India,Kerala,Female,1990-11-12,2026-01-26,N,64.0,3.0
6178-RZWJU,2025-06-03,Organic,2025-07-03,Basic,Monthly,2026-07-30,Poor Support,7.45,785.0,2,1,Vikram,India,Maharashtra,Male,1996-03-21,2026-03-04,Y,71.0,1.0
0978-WKTZS,2025-02-07,Organic,2026-02-07,Basic,Annual,2025-10-12,Not Enough Content,6.72,831.0,2,1,Priya,India,Kerala,Female,2009-12-17,2025-05-30,N,9.0,1.0
9203-AEQOD,2025-05-22,Refferal,2026-05-22,Basic,Annual,,,8.83,247.0,46,0,Priya,India,Tamil Nadu,Female,2001-06-08,2025-10-16,N,55.0,3.0
7189-BZELV,2022-07-21,Refferal,2022-08-20,Standard,Monthly,2025-06-22,Poor Streaming Quality,16.28,405.0,56,1,Meera,India,Meghalaya,Male,1995-07-02,2024-05-30,N,100.0,2.0
5151-TSYMZ,2024-03-18,Refferal,2024-04-17,Premium,Monthly,,,20.41,1415.0,32,0,Aarav,India,Gujarat,Male,1975-02-10,2023-10-06,N,72.0,2.0
5178-XTDQW,2021-10-03,Paid,2021-11-02,Standard,Monthly,,,15.0,627.0,35,0,Rahul,India,Karnataka,Female,1993-12-01,,,,
1304-VCWUD,2025-12-14,Paid,2026-01-13,Standard,,2026-07-21,Too Expensive,11.08,897.0,43,1,Rahul,India,Punjab,Male,1993-01-14,2026-01-26,N,32.0,5.0
7270-DOYFE,2023-06-02,Paid,2024-06-01,Basic,Annual,,,8.68,513.0,10,0,Kavya,India,Delhi,Male,2009-08-04,2023-01-08,N,27.0,1.0
4242-JBLGD,2022-10-28,,2023-10-28,Basic,Annual,2026-05-15,Poor Support,8.62,20.0,14,1,Neha,Nepal,Kathmandu,Male,1988-08-30,2025-02-12,N,12.0,2.0
2777-AXZJW,2024-12-04,Organic,2025-01-03,Basic,Monthly,2025-05-08,Service Quality,7.59,757.0,5,1,Vikram,India,Nagaland,Male,1998-08-31,2026-05-28,N,42.0,3.0
4625-XEHTF,2026-01-28,Referral,2027-01-28,Premium,Annual,,,23.9,1587.0,84,0,Sanjay,India,Karnataka,Female,1985-10-28,2026-04-02,N,72.0,2.0
8238-LKLUA,2024-06-19,Refferal,2025-06-19,Premium,Annual,2025-09-07,Poor Support,25.36,1205.0,86,1,Riya,India,Tamil Nadu,Female,1998-06-24,2025-05-06,N,92.0,2.0
7512-UVZUN,2022-02-14,Paid,2022-03-16,Basic,Monthly,,,6.32,369.0,37,0,Amit,India,Uttar Pradesh,Male,2004-01-04,2026-02-06,Y,21.0,2.0
4673-KVKOC,2024-09-27,Organic,2025-09-27,Standard,Annual,2025-03-30,Service Quality,14.2,853.0,20,1,Nisha,India,Tamil Nadu,Female,2010-05-11,2026-01-30,Y,39.0,2.0
3189-GLNSL,2026-03-07,Paid,2026-04-06,Basic,Monthly,,,4.99,599.0,47,0,Ananya,India,Nagaland,Male,2006-03-04,2024-11-23,Y,27.0,1.0
1523-OBWUF,2023-11-14,Organic,2023-12-14,Standard,Monthly,,,14.6,882.0,48,0,Kavya,India,Gujarat,Female,1970-09-07,2025-06-12,N,38.0,4.0
2649-AJAYD,2021-09-30,Organic,2021-10-30,Standard,Monthly,2024-07-16,Poor Support,10.57,846.0,84,1,Sneha,India,Telangana,Male,1970-10-26,2025-06-04,N,18.0,3.0
6601-OGVCX,2024-01-06,Organic,2024-02-05,Basic,Monthly,2024-06-15,Too Expensive,5.98,98.0,10,1,Vivaan,India,Haryana,Female,1972-10-25,2026-06-28,N,93.0,2.0
7408-QWKHE,2022-02-07,Paid,2023-02-07,Premium,Annual,,,22.93,1245.0,6,0,Rohan,India,Maharashtra,Female,2002-10-16,,,,
9244-KVIYW,2023-12-14,Refferal,2024-01-13,Standard,Monthly,2026-01-21,Not Enough Content,16.13,772.0,25,1,Aditya,India,Meghalaya,Female,2006-08-18,2024-09-22,Y,83.0,2.0
3096-MUFAH,2021-08-21,Paid,2021-09-20,Premium,Monthly,,,22.03,1739.0,57,0,Karan,India,Kerala,Male,1991-03-03,2025-08-23,N,98.0,2.0
5915-DIXBB,2022-06-11,Paid,2022-07-11,Standard,Monthly,,,11.88,891.0,29,0,Aditya,India,Karnataka,Male,1999-07-11,2024-01-29,N,44.0,1.0
4251-AAECV,2023-03-24,Organic,2023-04-23,Standard,Monthly,,,13.61,973.0,22,0,Neha,India,Tamil Nadu,Male,1982-11-10,2025-08-01,N,42.0,1.0
1247-NSQRJ,2023-07-12,Paid,2024-07-11,Basic,Annual,,,7.76,413.0,70,0,Kavya,India,Nagaland,Male,1981-07-18,2026-04-15,N,16.0,4.0
8890-BCWBE,2025-12-14,Refferal,2026-12-14,Basic,Annual,,,4.99,20.0,44,0,Neha,India,Haryana,Male,1972-11-26,2023-09-21,N,22.0,2.0
1751-ADORC,2022-01-08,Organic,2022-02-07,Premium,Monthly,2023-05-09,Forgot To Cancel Trial,23.81,1292.0,26,1,Riya,India,Kerala,Female,1987-12-16,2025-03-04,N,53.0,2.0
9424-CRUNM,2026-06-03,Organic,2026-07-03,Standard,Monthly,2026-08-11,Poor Support,15.52,615.0,4,1,Priya,India,West Bengal,Male,1972-09-09,2025-03-29,N,86.0,2.0
1111-GWJAS,2021-07-19,Organic,2021-08-18,Basic,Monthly,,,5.65,20.0,41,0,Rohan,India,Uttar Pradesh,Female,1987-03-25,2025-04-29,N,74.0,2.0
6843-BBDBQ,2023-08-16,Organic,2024-08-15,Standard,Annual,2024-04-20,Switched To Competitor,12.8,598.0,62,1,Rohan,India,Gujarat,Female,1984-04-14,2023-12-16,N,44.0,1.0
1346-PEZSJ,2022-10-15,Paid,2022-11-14,Premium,Monthly,2025-06-11,Service Quality,23.31,1624.0,98,1,Sanjay,India,Nagaland,Male,1981-12-01,,,,
4300-BBNAQ,2021-07-28,Referral,2022-07-28,Basic,Annual,,,5.47,717.0,26,0,Riya,India,Telangana,Female,1985-09-05,,,,
3838-DNOTF,2024-09-04,Paid,2025-09-04,Basic,Annual,,,5.51,244.0,3,0,Aarav,India,Kerala,Male,2008-10-18,2025-06-05,Y,40.0,2.0
5484-VHVSL,2026-02-28,Paid,2026-03-30,Standard,Monthly,2026-05-07,Too Expensive,15.47,928.0,4,1,Sanjay,India,Meghalaya,Female,1997-01-17,2025-04-09,N,52.0,1.0
8833-ZGZAD,2024-01-16,Paid,2024-02-15,Basic,Monthly,,,8.24,364.0,10,0,Aditya,India,Punjab,Female,2005-11-29,2025-03-22,N,18.0,2.0
0454-JYPQC,2026-06-03,Refferal,2026-07-03,Standard,Monthly,,,16.59,688.0,57,0,Aarav,India,Kerala,Female,1998-07-18,2026-03-27,N,45.0,1.0
5172-JMGFY,2021-10-26,Organic,2021-11-25,Standard,Monthly,2022-07-19,Poor Support,13.15,599.0,14,1,Sneha,India,Meghalaya,Male,1979-09-24,2026-01-31,N,35.0,2.0
5594-KBTMK,2021-01-11,Organic,2021-02-10,Basic,Monthly,2021-08-01,Forgot To Cancel Trial,6.06,239.0,82,1,Aarav,India,Uttar Pradesh,Female,1995-10-29,2025-06-20,N,5.0,1.0
6676-DNWMA,2026-08-04,Paid,2027-08-04,Standard,Annual,,,17.06,596.0,100,0,Arjun,India,Meghalaya,Female,1992-07-15,2026-01-02,Y,31.0,1.0
2317-BNJDR,2021-10-16,Paid,2021-11-15,Basic,Monthly,2026-06-04,Forgot To Cancel Trial,6.43,242.0,30,1,Vivaan,India,Gujarat,Female,2002-09-12,2024-12-16,Y,19.0,1.0
1785-IZBGI,2026-05-31,Referral,2026-06-30,Standard,Monthly,,,16.32,839.0,85,0,Kavya,India,Tamil Nadu,Male,1999-06-24,2025-07-12,N,78.0,3.0
5098-GZAYN,2026-05-05,Paid,2027-05-05,Basic,Annual,2026-05-22,Not Enough Content,7.6,192.0,26,1,Rahul,India,Karnataka,Female,2000-01-25,2024-01-16,N,7.0,1.0
0405-DCHIQ,2022-10-30,Organic,2022-11-29,Premium,Monthly,,,23.74,1673.0,1,0,Amit,India,Telangana,Male,1984-07-06,2025-12-14,N,70.0,2.0
3128-SHGHI,2023-12-03,Organic,2024-01-02,Premium,Monthly,2024-03-16,Switched To Competitor,20.4,1523.0,4,1,Pooja,India,Telangana,Male,1994-12-06,2024-09-09,Y,66.0,1.0
8380-GHYQE,2024-01-04,Organic,2025-01-03,Basic,Annual,2025-12-17,Forgot To Cancel Trial,9.57,20.0,22,1,Nisha,India,Tamil Nadu,Female,1999-11-03,2025-01-25,N,26.0,1.0
8684-EELRE,2026-06-12,Paid,2026-07-12,Basic,Monthly,2026-07-23,Poor Support,8.64,506.0,78,1,Amit,India,Uttar Pradesh,Male,1992-08-20,2025-10-25,N,10.0,1.0
7538-EUCMQ,2022-03-17,Referral,2023-03-17,Standard,Annual,2026-08-04,Poor Support,12.41,928.0,93,1,Riya,Nepal,Kathmandu,Female,1974-05-23,2026-01-28,Y,58.0,2.0
2673-PRQKU,2022-11-27,Refferal,2023-11-27,Premium,Annual,,,24.52,911.0,47,0,Ananya,India,Haryana,Male,1980-11-11,2025-03-06,N,36.0,1.0
7322-ITXVT,2025-07-11,Paid,2025-08-10,Standard,,,,15.43,163.0,51,0,Aarav,India,Uttar Pradesh,Male,1993-05-22,2023-02-20,Y,59.0,1.0
7670-UHSFJ,2023-07-05,Organic,2023-08-04,Standard,Monthly,,,12.89,969.0,75,0,Priya,India,Maharashtra,Female,2006-06-03,2024-05-04,N,32.0,1.0
9345-HVKFC,2026-01-21,Organic,2026-02-20,Premium,Monthly,2026-08-31,Switched To Competitor,23.1,1490.0,57,1,Karan,India,Meghalaya,Male,1978-08-30,2024-05-07,N,32.0,3.0
5492-LNBGA,2024-04-06,Organic,2025-04-06,Premium,Annual,,,22.94,1526.0,84,0,Amit,India,Meghalaya,Female,2005-11-21,,,,
